Security Code,Issuer Name,Security Id,Security Name,Face Value,Industry,Sector Name
500002,ABB India Limited,ABB,ABB India Limited,2,Heavy Electrical Equipment,Industrials
500003,Aegis Logistics Ltd.,AEGISLOG,AEGIS LOGISTICS LTD.,1,Trading - Gas,Energy
500008,Amara Raja Batteries Ltd,AMARAJABAT,AMARA RAJA BATTERIES LTD.,1,Auto Components & Equipments,Consumer Discretionary
500009,"Ambalal Sarabhai Enterprise Ltd.,",AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD.,10,Pharmaceuticals,Healthcare
500012,"Andhra Petrochemicals Ltd.,",ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,10,Commodity Chemicals,Commodities
500013,Ansal Properties & Infrastructure Ltd.,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,5,Residential- Commercial Projects,Consumer Discretionary
500014,UTIQUE ENTERPRISES LIMITED,UTIQUE,Utique Enterprises Ltd,10,Precious Metals,Commodities
500016,Aruna Hotels Ltd.,ARUNAHTEL,ARUNA HOTELS LTD.,10,Hotels & Resorts,Consumer Discretionary
500020,"Bombay Dyeing & Mfg. Co. Ltd.,",BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,2,Other Textile Products,Consumer Discretionary
500023,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Limited,10,Hotels & Resorts,Consumer Discretionary
500027,"Atul Limited.,",ATUL,ATUL LTD.,10,Specialty Chemicals,Commodities
500028,ATV Projects India Ltd,ATVPR,ATV PROJECTS INDIA LTD.,10,Industrial Products,Industrials
500031,"Bajaj Electricals Ltd.,",BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,2,Household Appliances,Consumer Discretionary
500032,Bajaj Hindusthan Sugar Limited,BAJAJHIND,Bajaj Hindusthan Sugar Limited,1,Sugar,Fast Moving Consumer Goods
500033,Force Motors Limited,FORCEMOT,FORCE MOTORS LTD.-$,10,Passenger Cars & Utility Vehicles,Consumer Discretionary
500034,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Limited,2,Non Banking Financial Company (NBFC),Financial Services
500038,Balrampur Chini Mills Ltd.,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,1,Sugar,Fast Moving Consumer Goods
500039,"Banco Products (India) Ltd.,",BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,2,Auto Components & Equipments,Consumer Discretionary
500040,"Century Textiles & Industries Ltd.,",CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,10,Paper & Paper Products,Commodities
500041,"Bannari Amman Sugars Ltd.,",BANARISUG,BANNARI AMMAN SUGARS LTD.,10,Sugar,Fast Moving Consumer Goods
500042,BASF India Ltd,BASF,BASF INDIA LTD.,10,Specialty Chemicals,Commodities
500043,Bata India Limited,BATAINDIA,BATA INDIA LTD.,5,Footwear,Consumer Discretionary
500048,BEML Ltd,BEML,BEML LTD.,10,Construction Vehicles,Industrials
500049,"Bharat Electronics Ltd.,",BEL,BHARAT ELECTRONICS LTD.,1,Aerospace & Defense,Industrials
500052,"Bhansali Engineering Polymers Ltd.,",BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,1,Specialty Chemicals,Commodities
500058,Bihar Sponge Iron Ltd,BIHSPONG,BIHAR SPONGE IRON LTD.,10,Sponge Iron,Commodities
500059,Binani Industries Limited,BINANIIND,BINANI INDUSTRIES LTD.,10,Print Media,Consumer Discretionary
500060,Birla Cable Limited,BIRLACABLE,Birla Cable Ltd,10,Telecom -  Equipment & Accessories,Telecommunication
500067,Blue Star Ltd,BLUESTARCO,BLUE STAR LTD.,2,Household Appliances,Consumer Discretionary
500068,Disa India Ltd.,DISAQ,DISA INDIA LTD.,10,Industrial Products,Industrials
500069,QUEST CAPITAL MARKETS LIMITED,QUESTCAP,Quest Capital Markets Ltd,10,Other Capital Market related Services,Financial Services
500074,"BPL Ltd.,",BPL,BPL LTD.,10,Consumer Electronics,Consumer Discretionary
500078,ORIENTAL AROMATICS LIMITED,OAL,Oriental Aromatics Ltd-$,5,Specialty Chemicals,Commodities
500083,"Century Extrusions Ltd.,",CENTEXT,CENTURY EXTRUSIONS LTD.,1,Aluminium- Copper & Zinc Products,Industrials
500084,"CESC Limited,",CESC,CESC LTD.,1,Integrated Power Utilities,Utilities
500085,Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,10,Fertilizers,Commodities
500086,"Exide Industries Ltd.,",EXIDEIND,EXIDE INDUSTRIES LTD.,1,Auto Components & Equipments,Consumer Discretionary
500087,"Cipla Ltd.,",CIPLA,CIPLA LTD.,2,Pharmaceuticals,Healthcare
500089,DIC India Ltd,DICIND,DIC INDIA LTD.,10,Printing Inks,Commodities
500092,CRISIL Ltd.,CRISIL,CRISIL LTD.,1,Other Financial Services,Financial Services
500093,CG Power and Industrial Solutions Limited,CGPOWER,CG Power and Industrial Solutions Ltd,2,Heavy Electrical Equipment,Industrials
500096,Dabur India Ltd.,DABUR,DABUR INDIA LTD.,1,Personal Care,Fast Moving Consumer Goods
500097,Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,2,Sugar,Fast Moving Consumer Goods
500101,"Arvind Ltd.,",ARVIND,ARVIND LTD.,10,Garments & Apparels,Consumer Discretionary
500103,"Bharat Heavy Electricals Ltd.,",BHEL,BHARAT HEAVY ELECTRICALS LTD.,2,Heavy Electrical Equipment,Industrials
500104,Hindustan Petroleum Corporation Ltd,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,10,Refineries & Marketing,Energy
500106,IFCI Ltd.,IFCI,IFCI LTD.,10,Financial Institution,Financial Services
500108,Mahanagar Telephone Nigam Ltd.,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,10,Telecom - Cellular & Fixed line services,Telecommunication
500109,Mangalore Refinery & Petrochemicals,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,10,Refineries & Marketing,Energy
500110,Chennai Petroleum Corporation Ltd.,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,10,Refineries & Marketing,Energy
500112,"State Bank Of India,",SBIN,STATE BANK OF INDIA,1,Public Sector Bank,Financial Services
500113,"Steel Authority of India Ltd.,",SAIL,STEEL AUTHORITY OF INDIA LTD.,10,Iron & Steel,Commodities
500114,Titan Company Limited,TITAN,Titan Company Limited,1,Gems- Jewellery And Watches,Consumer Discretionary
500116,IDBI Bank Ltd,IDBI,IDBI BANK LTD.,10,Private Sector Bank,Financial Services
500117,"DCW Ltd.,",DCW,DCW LTD.,2,Petrochemicals,Commodities
500119,"Dhampur Sugar Mills Ltd.,",DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,10,Sugar,Fast Moving Consumer Goods
500120,"Diamines & Chemicals Ltd.,",DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,10,Specialty Chemicals,Commodities
500123,Elantas Beck India Ltd,ELANTAS,ELANTAS BECK INDIA LTD.-$,10,Specialty Chemicals,Commodities
500124,"Dr. Reddy's Laboratories Ltd.,",DRREDDY,DR.REDDY'S LABORATORIES LTD.,5,Pharmaceuticals,Healthcare
500125,"E.I.D. Parry (India) Ltd.,",EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,1,Fertilizers,Commodities
500126,PROCTER & GAMBLE HEALTH LIMITED,PGHL,Procter & Gamble Health Ltd,10,Pharmaceuticals,Healthcare
500128,"Electrosteel Castings Ltd.,",ELECTCAST,ELECTROSTEEL CASTINGS LTD.,1,Iron & Steel Products,Industrials
500133,Esab India Ltd.,ESABINDIA,ESAB INDIA LTD.,10,Other Industrial Products,Industrials
500135,EPL LIMITED,EPL,EPL Ltd,2,Packaging,Industrials
500136,"Ester Industries Ltd.,",ESTER,ESTER INDUSTRIES LTD.,5,Packaging,Industrials
500142,FGP Ltd,FGP,FGP LTD.,10,Non Banking Financial Company (NBFC),Financial Services
500143,P.H. Capital Ltd.,PHCAP,PH CAPITAL LTD.,10,Investment Company,Financial Services
500144,"Finolex Cables Ltd.,",FINCABLES,FINOLEX CABLES LTD.,2,Cables - Electricals,Industrials
500147,JOHN COCKERILL INDIA LIMITED,COCKERILL,John Cockerill India Ltd-$,10,Industrial Products,Industrials
500148,Uflex Limited,UFLEX,UFLEX LTD.,10,Packaging,Industrials
500150,Foseco India Ltd,FOSECOIND,FOSECO INDIA LTD.,10,Specialty Chemicals,Commodities
500151,Golden Tobacco Ltd.,GOLDENTOBC,GOLDEN TOBACCO LTD.,10,Residential- Commercial Projects,Consumer Discretionary
500153,"Ganesh Benzoplast Ltd.,",GANESHBE,GANESH BENZOPLAST LTD.,1,Oil Storage & Transportation,Energy
500159,Metroglobal Limited,METROGLOBL,Metroglobal Limited,10,Trading & Distributors,Services
500160,GTL Ltd,GTL,GTL LTD.,10,Other Telecom Services,Telecommunication
500163,"Godfrey Phillips India Ltd.,",GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,2,Cigarettes & Tobacco Products,Fast Moving Consumer Goods
500164,Godrej Industries Ltd.,GODREJIND,GODREJ INDUSTRIES LTD.,1,Diversified,Diversified
500165,Kansai Nerolac Paints,KANSAINER,KANSAI NEROLAC PAINTS LTD.,1,Paints,Consumer Discretionary
500166,"Goodricke Group Ltd.,",GOODRICKE,GOODRICKE GROUP LTD.,10,Tea & Coffee,Fast Moving Consumer Goods
500168,"Goodyear India Ltd.,",GOODYEAR,GOODYEAR INDIA LTD.,10,Tyres & Rubber Products,Consumer Discretionary
500170,GTN Industries Limited,GTNINDS,GTN INDUSTRIES LTD.,10,Other Textile Products,Consumer Discretionary
500171,GHCL Ltd.,GHCL,GHCL LTD.,10,Commodity Chemicals,Commodities
500173,GFL LIMITED,GFLLIMITED,GFL Ltd,1,Holding Company,Financial Services
500174,"Gujarat Lease Financing Limited,",GLFL,GUJARAT LEASE FINANCING LTD.,10,Other Financial Services,Financial Services
500179,HCL Infosystems Ltd,HCL-INSYS,HCL INFOSYSTEMS LTD.,2,Computers Hardware & Equipments,Information Technology
500180,HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,1,Private Sector Bank,Financial Services
500182,Hero MotoCorp Limited,HEROMOTOCO,HERO MOTOCORP LTD.,2,2/3 Wheelers,Consumer Discretionary
500183,HFCL LIMITED,HFCL,HFCL Ltd,1,Telecom - Infrastructure,Telecommunication
500184,Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,1,Specialty Chemicals,Commodities
500185,"Hindustan Construction Co. Ltd.,",HCC,HINDUSTAN CONSTRUCTION CO.LTD.,1,Civil Construction,Industrials
500186,Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,10,Oil Exploration & Production,Energy
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,2,Packaging,Industrials
500188,"Hindustan Zinc Ltd.,",HINDZINC,HINDUSTAN ZINC LTD.,2,Zinc,Commodities
500189,NDL Ventures Limited,NDLVENTURE,NDL Ventures Ltd,10,TV Broadcasting & Software Production,Consumer Discretionary
500191,HMT Limited,HMT,HMT LTD.,10,Industrial Products,Industrials
500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,10,Other Textile Products,Consumer Discretionary
500193,HLV LIMITED,HLVLTD,HLV Ltd,2,Hotels & Resorts,Consumer Discretionary
500199,IG Petrochemicals Ltd,IGPL,I G PETROCHEMICALS LTD.,10,Commodity Chemicals,Commodities
500201,India Glycols Ltd,INDIAGLYCO,INDIA GLYCOLS LTD.,10,Commodity Chemicals,Commodities
500202,"India Lease Devl. Ltd.,",INDLEASE,INDIA LEASE DEVELOPMENT LTD.,10,Non Banking Financial Company (NBFC),Financial Services
500206,Margo Finance Limited,MARGOFIN,Margo Finance Limited,10,Non Banking Financial Company (NBFC),Financial Services
500207,"Indo Rama Synthetics (India) Ltd.,",INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,10,Other Textile Products,Consumer Discretionary
500209,Infosys Ltd,INFY,INFOSYS LTD.,5,Computers - Software & Consulting,Information Technology
500210,Ingersoll-Rand (India) Ltd.,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,10,Compressors- Pumps & Diesel Engines,Industrials
500213,International Travel House Ltd,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,10,Tour- Travel Related Services,Consumer Discretionary
500214,Ion Exchange (India) Ltd,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,1,Civil Construction,Industrials
500215,Agro Tech Foods Ltd,ATFL,AGRO TECH FOODS LTD.,10,Edible Oil,Fast Moving Consumer Goods
500219,"Jain Irrigation Systems Ltd.,",JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,2,Plastic Products - Industrial,Industrials
500220,Jasch Industries Ltd.,JASCH,JASCH INDUSTRIES LTD.,10,Other Textile Products,Consumer Discretionary
500223,JCT Ltd,JCTLTD,JCT LTD.,2.5,Other Textile Products,Consumer Discretionary
500227,Jindal Poly Films Ltd.,JINDALPOLY,JINDAL POLY FILMS LTD.,10,Packaging,Industrials
500228,JSW Steel Limited,JSWSTEEL,JSW STEEL LTD.,1,Iron & Steel,Commodities
500231,Umang Dairies Limited,UMANGDAIR,UMANG DAIRIES LTD.,5,Dairy Products,Fast Moving Consumer Goods
500233,Kajaria Ceramics Ltd,KAJARIACER,KAJARIA CERAMICS LTD.,1,Ceramics,Consumer Discretionary
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,10,Cement & Cement Products,Commodities
500235,Kalyani Steels Ltd,KSL,KALYANI STEELS LTD.,5,Iron & Steel Products,Industrials
500236,Kanel Industries Limited,KANELIND,Kanel Industries Limited,10,Trading & Distributors,Services
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,10,Household Appliances,Consumer Discretionary
500239,K.G.Denim Ltd,KGDENIM,KG DENIM LTD.,10,Other Textile Products,Consumer Discretionary
500240,"Kinetic Engineering Ltd.,",KINETICENG,KINETIC ENGINEERING LTD.,10,Auto Components & Equipments,Consumer Discretionary
500241,"Kirloskar Brothers Ltd.,",KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,2,Compressors- Pumps & Diesel Engines,Industrials
500243,Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,10,Castings & Forgings,Industrials
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,5,Pig Iron,Commodities
500246,Envair Electrodyne Ltd.,ENVAIREL,ENVAIR ELECTRODYNE LTD.,10,Industrial Products,Industrials
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,5,Private Sector Bank,Financial Services
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,10,Plastic Products - Industrial,Industrials
500249,KSB LIMITED,KSB,KSB Ltd,10,Compressors- Pumps & Diesel Engines,Industrials
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,10,Auto Components & Equipments,Consumer Discretionary
500251,Trent Ltd [Lakme Ltd],TRENT,TRENT LTD.,1,Speciality Retail,Consumer Discretionary
500252,"Lakshmi Machine Works Ltd.,",LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,10,Industrial Products,Industrials
500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC HOUSING FINANCE LTD.,2,Housing Finance Company,Financial Services
500257,Lupin Ltd,LUPIN,LUPIN LTD.,2,Pharmaceuticals,Healthcare
500259,"Lyka Labs Ltd.,",LYKALABS,LYKA LABS LTD.,10,Pharmaceuticals,Healthcare
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,1,Cement & Cement Products,Commodities
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,5,Non Banking Financial Company (NBFC),Financial Services
500264,"Mafatlal Industries Ltd.,",MAFATIND,MAFATLAL INDUSTRIES LTD.-$,2,Other Textile Products,Consumer Discretionary
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,5,Iron & Steel Products,Industrials
500266,"Maharashtra Scooters Ltd.,",MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,10,Investment Company,Financial Services
500267,"Majestic Auto Ltd.,",MAJESAUT,MAJESTIC AUTO LTD.-$,10,Diversified Commercial Services,Services
500268,"Manali Petrochemicals Ltd.,",MANALIPETC,MANALI PETROCHEMICAL LTD.,5,Petrochemicals,Commodities
500270,"Baroda Rayon Corpn. Ltd.,",BARODARY,BARODA RAYON CORPORATION LTD.,10,Other Textile Products,Consumer Discretionary
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,2,Life Insurance,Financial Services
500277,Mid India Industries Limited,MIDINDIA,MID INDIA INDUSTRIES LTD.,10,Other Textile Products,Consumer Discretionary
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,1,Consumer Electronics,Consumer Discretionary
500280,"Century Enka Ltd.,",CENTENKA,CENTURY ENKA LTD.,10,Other Textile Products,Consumer Discretionary
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,10,Commodity Chemicals,Commodities
500285,SpiceJet Limited,SPICEJET,SPICEJET LTD.,10,Airline,Services
500288,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,2,Pharmaceuticals,Healthcare
500290,"M.R.F. Ltd.,",MRF,MRF LTD.,10,Tyres & Rubber Products,Consumer Discretionary
500292,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,10,Cement & Cement Products,Commodities
500294,NCC Limited,NCC,NCC Limited,2,Civil Construction,Industrials
500295,Vedanta Limited,VEDL,Vedanta Limited,1,Diversified Metals,Commodities
500296,"Nahar Spinning Mills Ltd.,",NAHARSPING,NAHAR SPINNING MILLS LTD.,5,Other Textile Products,Consumer Discretionary
500298,National Peroxide Ltd.,NATPEROX,NATIONAL PEROXIDE LTD.,10,Commodity Chemicals,Commodities
500300,"Grasim Industries Ltd.,",GRASIM,GRASIM INDUSTRIES LTD.,2,Cement & Cement Products,Commodities
500302,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,2,Non Banking Financial Company (NBFC),Financial Services
500304,"NIIT Ltd.,",NIITLTD,NIIT LTD.,2,Education,Consumer Discretionary
500306,Jaykay Enterprises Limited,JAYKAY,JAYKAY ENTERPRISES LTD.,1,Depositories- Clearing Houses and Other Intermediaries,Financial Services
500307,"Nirlon Limited,",NIRLON,NIRLON LTD.,10,Diversified Commercial Services,Services
500312,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,5,Oil Exploration & Production,Energy
500313,Oil Country Tubular Ltd.,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,10,Oil Equipment & Services,Energy
500314,"Oriental Hotels Ltd.,",ORIENTHOT,ORIENTAL HOTELS LTD.,1,Hotels & Resorts,Consumer Discretionary
500317,"Oswal Agro Mills Ltd.,",OSWALAGRO,OSWAL AGRO MILLS LTD.,10,Trading & Distributors,Services
500319,Indian Sucrose Ltd.,INDSUCR,INDIAN SUCROSE LTD.,10,Sugar,Fast Moving Consumer Goods
500325,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES LTD.,10,Refineries & Marketing,Energy
500327,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,1,Plastic Products - Consumer,Consumer Discretionary
500330,Raymond Limited,RAYMOND,RAYMOND LTD.,10,Garments & Apparels,Consumer Discretionary
500331,Pidilite Industries Ltd.,PIDILITIND,PIDILITE INDUSTRIES LTD.,1,Specialty Chemicals,Commodities
500333,"Pix Transmissions Ltd.,",PIXTRANS,PIX TRANSMISSIONS LTD.,10,Rubber,Industrials
500335,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,10,Cement & Cement Products,Commodities
500336,"Surya Roshni Ltd.,",SURYAROSNI,SURYA ROSHNI LTD.,10,Iron & Steel Products,Industrials
500337,Prime Securities Ltd.,PRIMESECU,PRIME SECURITIES LTD.,5,Other Financial Services,Financial Services
500338,PRISM JOHNSON LIMITED.,PRSMJOHNSN,Prism Johnson Ltd,10,Cement & Cement Products,Commodities
500339,Rain Industries Limited,RAIN,Rain Industries Ltd,2,Petrochemicals,Commodities
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,2,Residential- Commercial Projects,Consumer Discretionary
500346,Punjab Communications Limited,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,10,Telecom -  Equipment & Accessories,Telecommunication
500350,RSWM Limited,RSWM,RSWM LTD.,10,Other Textile Products,Consumer Discretionary
500354,"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,10,Sugar,Fast Moving Consumer Goods
500355,Rallis India Ltd,RALLIS,RALLIS INDIA LTD.,1,Pesticides & Agrochemicals,Commodities
500356,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,10,Paper & Paper Products,Commodities
500357,"Rama Paper Mills Limited,",RAMAPPR-B,RAMA PAPER MILLS LTD.,10,Paper & Paper Products,Commodities
500358,Rama Petrochemicals Ltd,RAMAPETRO,RAMA PETROCHEMICALS LTD.,10,Non Banking Financial Company (NBFC),Financial Services
500360,"Rapicut Carbides Ltd.,",RAPICUT,RAPICUT CARBIDES LTD.,10,Industrial Products,Industrials
500365,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,Welspun Specialty Solutions Ltd,6,Iron & Steel Products,Industrials
500367,Rubfila International Ltd.,RUBFILA,RUBFILA INTERNATIONAL LTD.,5,Tyres & Rubber Products,Consumer Discretionary
500368,Patanjali Foods Limited,PATANJALI,Patanjali Foods Ltd,2,Edible Oil,Fast Moving Consumer Goods
500370,Salora International Limited,SALORAINTL,SALORA INTERNATIONAL LTD.,10,Trading & Distributors,Services
500378,Jindal Saw Ltd.,JINDALSAW,JINDAL SAW LTD.,2,Iron & Steel Products,Industrials
500380,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,5,Cement & Cement Products,Commodities
500387,"Shree Cements Ltd.,",SHREECEM,SHREE CEMENT LTD.,10,Cement & Cement Products,Commodities
500388,Shree Krishna Paper Mills & Industr,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,10,Paper & Paper Products,Commodities
500390,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,10,Integrated Power Utilities,Utilities
500400,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,1,Integrated Power Utilities,Utilities
500402,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,2,Civil Construction,Industrials
500403,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,1,Auto Components & Equipments,Consumer Discretionary
500404,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,10,Iron & Steel,Commodities
500405,Supreme Petrochem Ltd.,SPLPETRO,SUPREME PETROCHEM LTD.,2,Petrochemicals,Commodities
500407,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,10,Compressors- Pumps & Diesel Engines,Industrials
500408,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,10,Computers - Software & Consulting,Information Technology
500410,ACC Ltd,ACC,ACC LTD.,10,Cement & Cement Products,Commodities
500411,Thermax Ltd.,THERMAX,THERMAX LTD.,2,Heavy Electrical Equipment,Industrials
500412,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,1,Commodity Chemicals,Commodities
500413,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,1,Tour- Travel Related Services,Consumer Discretionary
500414,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,1,Gems- Jewellery And Watches,Consumer Discretionary
500418,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,10,Plastic Products - Consumer,Consumer Discretionary
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,5,Pharmaceuticals,Healthcare
500422,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,10,Pharmaceuticals,Healthcare
500425,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,2,Cement & Cement Products,Commodities
500426,UTL Industries Limited,UTLINDS,UTL Industries Limited,1,Residential- Commercial Projects,Consumer Discretionary
500429,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,2,Trading - Chemicals,Commodities
500439,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,10,Non Banking Financial Company (NBFC),Financial Services
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,1,Aluminium,Commodities
500444,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,2,Paper & Paper Products,Commodities
500449,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,10,Commodity Chemicals,Commodities
500450,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,10,Other Financial Services,Financial Services
500456,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,10,Petrochemicals,Commodities
500458,Kore Foods Limited,KORE,Kore Foods Ltd,10,Other Food Products,Fast Moving Consumer Goods
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,10,Personal Care,Fast Moving Consumer Goods
500460,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,10,Iron & Steel,Commodities
500463,BLACK BOX LIMITED,BBOX,Black Box Ltd,2,IT Enabled Services,Information Technology
500464,UCAL LIMITED,UCAL,Ucal  Ltd,10,Auto Components & Equipments,Consumer Discretionary
500467,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,10,Rubber,Industrials
500469,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,2,Private Sector Bank,Financial Services
500470,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,1,Iron & Steel,Commodities
500472,SKF India Ltd.,SKFINDIA,SKF India Ltd,10,Abrasives & Bearings,Industrials
500477,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,1,Commercial Vehicles,Industrials
500480,"Cummins India Ltd.,",CUMMINSIND,CUMMINS INDIA LTD.,2,Compressors- Pumps & Diesel Engines,Industrials
500483,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,10,Telecom - Cellular & Fixed line services,Telecommunication
500488,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,10,Pharmaceuticals,Healthcare
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,10,Holding Company,Financial Services
500493,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,2,Castings & Forgings,Industrials
500495,Escorts Kubota Limited,ESCORTS,Escorts Kubota Ltd,10,Tractors,Industrials
500500,"Hindustan Motors Ltd.,",HINDMOTORS,HINDUSTAN MOTORS LTD.,5,Passenger Cars & Utility Vehicles,Consumer Discretionary
