Security Code,Issuer Name,Security Id,Security Name,Face Value,Industry,Sector Name
539992,LLOYDS STEELS INDUSTRIES LIMITED,LLOYDSTEEL,Lloyds Steels Industries Ltd,1,Industrial Products,Industrials
539997,Kwality Pharmaceuticals Limited,KPL,Kwality Pharmaceuticals Ltd,10,Pharmaceuticals,Healthcare
540005,LTIMindtree Limited,LTIM,LTIMindtree Ltd,1,Computers - Software & Consulting,Information Technology
540006,EAST WEST HOLDINGS LIMITED,EASTWEST,East West Holdings Ltd,2,Logistics Solution Provider,Services
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,Aditya Birla Sun Life S&P BSE Sensex ETF,1, ,-
540023,COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,Colorchips New Media Ltd,2,TV Broadcasting & Software Production,Consumer Discretionary
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,2,Biotechnology,Healthcare
540026,Ladam Affortable Housing Limited,LAHL,Ladam Affordable Housing Ltd,5,Residential- Commercial Projects,Consumer Discretionary
540027,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,Prabhat Technologies (India) Ltd,10,Speciality Retail,Consumer Discretionary
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,10,Civil Construction,Industrials
540048,S.P. Apparels Limited,SPAL,S.P. Apparels Ltd,10,Garments & Apparels,Consumer Discretionary
540061,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,2,Cement & Cement Products,Commodities
540062,Golden Crest Education & Services Limited,GOLDENCREST,Golden Crest Education & Services Ltd,10,Education,Consumer Discretionary
540063,ECS Biztech Limited,ECS,ECS Biztech Ltd,10,Computers - Software & Consulting,Information Technology
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,10,Private Sector Bank,Financial Services
540066,AMS POLYMERS LIMITED,AMS,AMS Polymers Ltd,10,Specialty Chemicals,Commodities
540072,Shiva Granito Export Limited,SHIVAEXPO,Shiva Granito Export Ltd,10,Other Construction Materials,Commodities
540073,BLS International Services Ltd,BLS,BLS International Services Ltd,1,Tour- Travel Related Services,Consumer Discretionary
540078,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,10,Packaging,Industrials
540079,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,10,Other Industrial Products,Industrials
540080,Dhatre Udyog Limited,DHATRE,Dhatre Udyog Ltd,10,Iron & Steel Products,Industrials
540081,Sab Events & Governance Now Media Limited,GOVNOW,SAB Events & Governance Now Media Ltd,10,Electronic Media,Consumer Discretionary
540082,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel and Tube Ltd,10,Iron & Steel Products,Industrials
540083,TV VISION LIMITED,TVVISION,TV Vision Ltd,10,TV Broadcasting & Software Production,Consumer Discretionary
540097,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,10,Other Financial Services,Financial Services
540108,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,10,Personal Care,Fast Moving Consumer Goods
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,2,IT Enabled Services,Information Technology
540124,G N A Axles Limited,GNA,G N A Axles Ltd,10,Auto Components & Equipments,Consumer Discretionary
540125,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,2,Gems- Jewellery And Watches,Consumer Discretionary
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,10,Life Insurance,Financial Services
540134,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures and Shelters Ltd,10,Civil Construction,Industrials
540135,ARC Finance Limited,ARCFIN,ARC Finance Ltd,1,Other Financial Services,Financial Services
540136,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,10,Consumer Electronics,Consumer Discretionary
540143,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,10,Computers - Software & Consulting,Information Technology
540144,DRA CONSULTANTS LIMITED,DRA,DRA Consultants Ltd,10,Consulting Services,Services
540145,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,10,Specialty Chemicals,Commodities
540146,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,10,Diversified Retail,Consumer Discretionary
540147,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,10,Civil Construction,Industrials
540148,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,10,Gems- Jewellery And Watches,Consumer Discretionary
540151,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,10,Film Production- Distribution & Exhibition,Consumer Discretionary
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,10,Auto Components & Equipments,Consumer Discretionary
540154,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,10, ,-
540159,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,10,Film Production- Distribution & Exhibition,Consumer Discretionary
540168,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,SUPRAP,Supra Pacific Management Consultancy Ltd,10,Non Banking Financial Company (NBFC),Financial Services
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,10,Housing Finance Company,Financial Services
540174,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,10,Computers - Software & Consulting,Information Technology
540175,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,10,Other Financial Services,Financial Services
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,5,Other Beverages,Fast Moving Consumer Goods
540181,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,1,Non Banking Financial Company (NBFC),Financial Services
540190,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,10,Trading & Distributors,Services
540192,LKP Securities Limited,LKPSEC,LKP Securities Ltd,2,Stockbroking & Allied,Financial Services
540198,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,10,Other Textile Products,Consumer Discretionary
540199,Corporate Merchant Bankers Limited,CMBL,Corporate Merchant Bankers Ltd,10,Other Financial Services,Financial Services
540203,Sheela Foam Limited,SFL,Sheela Foam Ltd,5,Furniture- Home Furnishing,Consumer Discretionary
540204,EIKO LIFESCIENCES LIMITED,EIKO,Eiko Lifesciences Ltd,10,Specialty Chemicals,Commodities
540205,Aditya Vision Limited,AVL,Aditya Vision Ltd,10,Speciality Retail,Consumer Discretionary
540210,Heads UP Ventures Limited,HEADSUP,Heads UP Ventures Ltd,10,Trading - Textile Products,Consumer Discretionary
540212,TCI Express Limited,TCIEXP,TCI Express Ltd,2,Logistics Solution Provider,Services
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,2,Pharmaceuticals,Healthcare
540243,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,10,Trading & Distributors,Services
540252,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,2,Gems- Jewellery And Watches,Consumer Discretionary
540254,MARG TECHNO PROJECTS LIMITED,MTPL,Marg Techno Projects Ltd,10,Non Banking Financial Company (NBFC),Financial Services
540259,SHANGAR DECOR LIMITED,SHANGAR,Shangar Decor Ltd,5,Diversified Commercial Services,Services
540266,Globe Commercials Limited,GLCL,Globe Commercials Ltd,10,Trading & Distributors,Services
540267,Flora Corporation Limited,FLORACORP,Flora Corporation Ltd,10,Trading & Distributors,Services
540268,TruCap Finance Limited,TRU,TruCap Finance Ltd,2,Other Financial Services,Financial Services
540269,SUPER FINE KNITTERS LIMITED,SKL,Super Fine Knitters Ltd,10,Gems- Jewellery And Watches,Consumer Discretionary
540270,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,10,Trading & Distributors,Services
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,1,Auto Components & Equipments,Consumer Discretionary
540310,Classic Filaments Limited,CFL,Classic Filaments Ltd,10,Other Textile Products,Consumer Discretionary
540311,JITF INFRALOGISTICS LIMITED,JITFINFRA,JITF Infralogistics Ltd,2,Water Supply & Management,Utilities
540318,Sueryaa Knitwear Limited,SUERYAAKNI,Sueryaa Knitwear Ltd,10,Other Textile Products,Consumer Discretionary
540332,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,10,Packaged Foods,Fast Moving Consumer Goods
540358,RMC SWITCHGEARS LIMITED,RMC,RMC Switchgears Ltd,10,Other Electrical Equipment,Industrials
540359,Parmax Pharma Limited,PARMAX,Parmax Pharma Ltd,10,Pharmaceuticals,Healthcare
540360,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,Leading Leasing Finance And Investment Company Ltd,1,Non Banking Financial Company (NBFC),Financial Services
540361,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,2,Trading & Distributors,Services
540366,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,2,Media & Entertainment,Consumer Discretionary
540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,10,Diversified Retail,Consumer Discretionary
540377,IFL ENTERPRISES LIMITED,IFL,IFL Enterprises Ltd,1,Trading & Distributors,Services
540386,Ontic Finserve Limited,ONTIC,Ontic Finserve Ltd,1,Other Financial Services,Financial Services
540393,Sarthak Metals Limited,SMLT,Sarthak Metals Ltd,10,Iron & Steel Products,Industrials
540395,Chemcrux Enterprises Limited,CHEMCRUX,Chemcrux Enterprises Ltd,10,Specialty Chemicals,Commodities
540396,Manomay Tex India Limited,MANOMAY,Manomay Tex India Ltd,10,Other Textile Products,Consumer Discretionary
540401,Maximus International Limited,MAXIMUS,Maximus International Ltd,1,Trading & Distributors,Services
540402,Manas Properties Limited,MANAS,Manas Properties Ltd,10,Residential- Commercial Projects,Consumer Discretionary
540403,CL Educate Limited,CLEDUCATE,CL Educate Ltd,5,Education,Consumer Discretionary
540404,PRIME FRESH LIMITED,PRIMEFRESH,Prime Fresh Ltd,10,Other Agricultural Products,Fast Moving Consumer Goods
540416,Octaware Technologies Limited,OCTAWARE,Octaware Technologies Ltd,10,IT Enabled Services,Information Technology
540425,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,10,Speciality Retail,Consumer Discretionary
540455,Escorp Asset Management Limited,ESCORP,Escorp Asset Management Ltd,10,Other Financial Services,Financial Services
540467,PARMESHWARI SILK MILLS LIMITED,PARMSILK,Parmeshwari Silk Mills Ltd,10,Other Textile Products,Consumer Discretionary
540468,KMS Medisurgi Limited,KMSMEDI,KMS Medisurgi Ltd,10,Medical Equipment & Supplies,Healthcare
540481,Classic Leasing & Finance Ltd.,CLFL,Classic Leasing & Finance Ltd,10,Other Financial Services,Financial Services
540492,STARLINEPS ENTERPRISES LIMITED,STARLENT,Starlineps Enterprises Ltd,5,Trading - Minerals,Commodities
540497,S Chand And Company Limited,SCHAND,S Chand and Company Ltd,5,Printing & Publication,Consumer Discretionary
540515,KANUNGO FINANCIERS LIMITED,KANUNGO,Kanungo Financiers Ltd,10,Other Financial Services,Financial Services
540519,Meera Industries Limited,MEERA,Meera Industries Ltd,10,Industrial Products,Industrials
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,10,Financial Institution,Financial Services
540544,PSP Projects Limited,PSPPROJECT,PSP Projects Ltd,10,Civil Construction,Industrials
540545,Bhakti Gems And Jewellery Limited,BGJL,Bhakti Gems and Jewellery Ltd,10,Gems- Jewellery And Watches,Consumer Discretionary
540550,Yug Decor Limited,YUG,Yug Decor Ltd,10,Specialty Chemicals,Commodities
540570,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Variman Global Enterprises Ltd,1,Trading & Distributors,Services
540575,Star Cement Limited,STARCEMENT,Star Cement Ltd,1,Cement & Cement Products,Commodities
540590,Riddhi Corporate Services Limited,RIDDHICORP,Riddhi Corporate Services Ltd,10,IT Enabled Services,Information Technology
540595,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,10,Telecom -  Equipment & Accessories,Telecommunication
540596,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,1,Pharmaceuticals,Healthcare
540597,Containerway International Limited,CONTAINER,Containerway International Ltd,5,Logistics Solution Provider,Services
540602,GTPL Hathway Limited,GTPL,GTPL Hathway Ltd,10,TV Broadcasting & Software Production,Consumer Discretionary
540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,10,Other Bank,Financial Services
540612,ICICI Prudential Mutual Fund,ICICILOVOL,ICICI Prudential Nifty 100 Low Volatility 30 ETF,10, ,-
540613,Gautam Exim Limited,GEL,Gautam Exim Ltd,10,Trading & Distributors,Services
540614,G G Engineering Limited,GGENG,G G Engineering Ltd,1,Heavy Electrical Equipment,Industrials
540615,7NR Retail Limited,7NR,7NR Retail Ltd,1,Speciality Retail,Consumer Discretionary
540642,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,1,Industrial Products,Industrials
540647,Ganges Securities Ltd.,GANGESSEC,Ganges Securities Ltd,10,Tea & Coffee,Fast Moving Consumer Goods
540648,Palash Securities Limited,PALASHSEC,Palash Securities Ltd,10,Packaged Foods,Fast Moving Consumer Goods
540649,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,10,Sugar,Fast Moving Consumer Goods
540650,Magadh Sugar & Energy Limited,MAGADHSUGAR,Magadh Sugar & Energy Ltd,10,Sugar,Fast Moving Consumer Goods
540651,Jigar Cables Limited,JIGAR,Jigar Cables Ltd,10,Other Electrical Equipment,Industrials
540652,Captain Technocast Limited,CTCL,Captain Technocast Ltd,10,Industrial Products,Industrials
540654,GlobalSpace Technologies Limited,GSTL,Globalspace Technologies Ltd,10,Computers - Software & Consulting,Information Technology
540669,UTI Mutual Fund,UTINEXT50,UTI Nifty Next 50 ETF,1, ,-
540673,SIS LIMITED,SIS,SIS Ltd,5,Diversified Commercial Services,Services
540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,10,Ship Building & Allied Services,Industrials
540679,SMS Lifesciences India Ltd,SMSLIFE,SMS Lifesciences India Ltd,10,Pharmaceuticals,Healthcare
540680,KIOCL Limited,KIOCL,KIOCL Ltd,10,Sponge Iron,Commodities
540681,CHOTHANI FOODS LIMITED,CHOTHANI,Chothani Foods Ltd,10,Packaged Foods,Fast Moving Consumer Goods
540686,Smruthi Organics Limited,SMRUTHIORG,Smruthi Organics Ltd,10,Pharmaceuticals,Healthcare
540691,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,10,Investment Company,Financial Services
540692,Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,10,Seafood,Fast Moving Consumer Goods
540693,Shish Industries Limited,SHISHIND,Shish Industries Ltd,10,Plastic Products - Industrial,Industrials
540694,ANG Lifesciences India Limited,ANG,ANG Lifesciences India Ltd,10,Pharmaceuticals,Healthcare
540696,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,KCD Industries India Ltd,1,Trading & Distributors,Services
540699,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,2,Consumer Electronics,Consumer Discretionary
540700,Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,10,Civil Construction,Industrials
540701,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,2,Pharmaceuticals,Healthcare
540702,Lasa Supergenerics Limited,LASA,Lasa Supergenerics Ltd,10,Pharmaceuticals,Healthcare
540703,PRO CLB GLOBAL LIMITED,PROCLB,Pro Clb Global Ltd,10,Consulting Services,Services
540704,Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,5,Internet & Catalogue Retail,Consumer Discretionary
540709,Reliance Home Finance Limited,RELHOME,Reliance Home Finance Ltd,10,Housing Finance Company,Financial Services
540710,Capacit'e Infraprojects Limited,CAPACITE,Capacite Infraprojects Ltd,10,Civil Construction,Industrials
540715,Sagar Diamonds Limited,SAGAR,Sagar Diamonds Ltd,10,Gems- Jewellery And Watches,Consumer Discretionary
540716,ICICI Lombard General Insurance Company Limited ,ICICIGI,ICICI Lombard General Insurance Company Ltd,10,General Insurance,Financial Services
540717,Polo Queen Industrial and Fintech Limited ,PQIF,Polo Queen Industrial and Fintech Ltd,2,Trading & Distributors,Services
540718,AKM CREATIONS LIMITED,AKM,AKM Creations Ltd,10,Other Textile Products,Consumer Discretionary
540719,SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,10,Life Insurance,Financial Services
540724,Prataap Snacks Limited,DIAMONDYD,Prataap Snacks Ltd,5,Packaged Foods,Fast Moving Consumer Goods
540725,Share India Securities Limited,SHAREINDIA,Share India Securities Ltd,10,Stockbroking & Allied,Financial Services
540726,Trident Texofab Limited,TTFL,Trident Texofab Ltd,10,Other Textile Products,Consumer Discretionary
540727,Poojawestern Metaliks Limited,POOJA,Poojawestern Metaliks Ltd,10,Other Industrial Products,Industrials
540728,Sayaji Industries Limited,SAYAJIIND,Sayaji Industries Ltd,5,Other Agricultural Products,Fast Moving Consumer Goods
540729,Vanta Bioscience Limited,VANTABIO,Vanta Bioscience Ltd,10,Healthcare Research- Analytics & Technology,Healthcare
540730,Mehai Technology  Limited,MEHAI,Mehai Technology Ltd,10,Trading & Distributors,Services
540735,IRIS Business Services Limited,IRIS,IRIS Business Services Ltd,10,IT Enabled Services,Information Technology
540737,Shree Ganesh Remedies Limited,SGRL,Shree Ganesh Remedies Ltd,10,Pharmaceuticals,Healthcare
540738,Shreeji Translogistics Limited,STL,Shreeji Translogistics Ltd,2,Logistics Solution Provider,Services
540743,Godrej Agrovet Limited,GODREJAGRO,Godrej Agrovet Ltd,10,Animal Feed,Fast Moving Consumer Goods
540749,MAS Financial Services Limited,MASFIN,MAS Financial Services Ltd,10,Non Banking Financial Company (NBFC),Financial Services
540750,Indian Energy Exchange Limited,IEX,Indian Energy Exchange Ltd,1,Exchange and Data Platform,Financial Services
540755,General Insurance Corporation of India,GICRE,General Insurance Corporation of India,5,General Insurance,Financial Services
540756,Kaarya Facilities and Services Limited,KAARYAFSL,Kaarya Facilities and Services Ltd,10,Diversified Commercial Services,Services
540757,SHEETAL COOL PRODUCTS LIMITED,SCPL,Sheetal Cool Products Ltd,10,Dairy Products,Fast Moving Consumer Goods
540762,Tube Investments of India Ltd,TIINDIA,Tube Investments of India Ltd,1,Auto Components & Equipments,Consumer Discretionary
540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,10,Asset Management Company,Financial Services
540768,Mahindra Logistics Limited,MAHLOG,Mahindra Logistics Ltd,10,Logistics Solution Provider,Services
540769,The New India Assurance Company Limited,NIACL,The New India Assurance Company Ltd,5,General Insurance,Financial Services
540774,IFGL Refractories Limited,IFGLEXPOR,IFGL Refractories Ltd,10,Electrodes & Refractories,Industrials
540775,Khadim India Limited,KHADIM,Khadim India Ltd,10,Footwear,Consumer Discretionary
540776,5paisa Capital Limited,5PAISA,5paisa Capital Ltd,10,Stockbroking & Allied,Financial Services
540777,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,HDFC Life Insurance Company Ltd,10,Life Insurance,Financial Services
540782,Sanghvi Brands Limited,SBRANDS,Sanghvi Brands Ltd,10,Hotels & Resorts,Consumer Discretionary
540786,SHARIKA ENTERPRISES LIMITED,SHARIKA,Sharika Enterprises Ltd,5,Trading & Distributors,Services
540787,ICICI Prudential Mutual Fund,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,10, ,-
540788,Aspira Pathlab & Diagnostics Limited,ASPIRA,Aspira Pathlab & Diagnostics Ltd,10,Healthcare Service Provider,Healthcare
540789,Diligent Media Corporation Limited,DNAMEDIA,Diligent Media Corporation Ltd,1,Print Media,Consumer Discretionary
540795,Dynamic Cables Limited,DYNAMIC,Dynamic Cables Ltd,10,Cables - Electricals,Industrials
540796,Ratnabhumi Developers Limited,RATNABHUMI,Ratnabhumi Developers Ltd,10,Residential- Commercial Projects,Consumer Discretionary
540797,Shalby Limited,SHALBY,Shalby Ltd,10,Hospital,Healthcare
540809,MRC AGROTECH LIMITED,MRCAGRO,MRC Agrotech Ltd,10,Trading & Distributors,Services
540811,Diggi Multitrade Limited,DML,Diggi Multitrade Ltd,10,Trading & Distributors,Services
540821,SADHNA BROADCAST LTD,SADHNA,Sadhna Broadcast Ltd,1,TV Broadcasting & Software Production,Consumer Discretionary
540823,Vitesse Agro Limited,VITESSE,Vitesse Agro Ltd,10,Trading & Distributors,Services
540824,Astron Paper & Board Mill Limited,ASTRON,Astron Paper & Board Mill Ltd,10,Paper & Paper Products,Commodities
540829,Chandrima Mercantiles limited ,CHANDRIMA,Chandrima Mercantiles Ltd,10,Trading & Distributors,Services
540843,Rithwik Facility Management Services Limited,RITHWIKFMS,Rithwik Facility Management Services Ltd,10,Diversified Commercial Services,Services
540874,7SEAS ENTERTAINMENT LIMITED,7SEASL,7Seas Entertainment Ltd,10,Digital Entertainment,Consumer Discretionary
540879,Apollo Micro Systems Limited,APOLLO,Apollo Micro Systems Ltd,1,Aerospace & Defense,Industrials
540900,Newgen Software Technologies Limited,NEWGEN,Newgen Software Technologies Ltd,10,Computers - Software & Consulting,Information Technology
540901,Praxis Home Retail Limited ,PRAXIS,Praxis Home Retail Ltd,5,Speciality Retail,Consumer Discretionary
540902,Amber Enterprises India Limited,AMBER,Amber Enterprises India Ltd,10,Household Appliances,Consumer Discretionary
540904,TIRUPATI FOAM LIMITED,TIRUFOAM,Tirupati Foam Ltd,10,Furniture- Home Furnishing,Consumer Discretionary
540914,SRU Steels Limited,SRUSTEELS,SRU Steels Ltd,10,Trading & Distributors,Services
540923,Ashoka Metcast Limited,ASHOKAMET,Ashoka Metcast Ltd,10,Trading - Metals,Commodities
540935,Galaxy Surfactants Limited,GALAXYSURF,Galaxy Surfactants Ltd,10,Specialty Chemicals,Commodities
540936,Gautam Gems Limited,GGL,Gautam Gems Ltd,10,Gems- Jewellery And Watches,Consumer Discretionary
540937,MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,2,Pharmaceuticals,Healthcare
540938,Gujarat Hy-Spin Limited,GUJHYSPIN,Gujarat Hy-Spin Ltd,10,Other Textile Products,Consumer Discretionary
540952,LORENZINI APPARELS LIMITED,LAL,Lorenzini Apparels Ltd,10,Garments & Apparels,Consumer Discretionary
540953,Kenvi Jewels Limited,KENVI,Kenvi Jewels Ltd,1,Gems- Jewellery And Watches,Consumer Discretionary
540954,The Indian Wood Products Co. Ltd.,IWP,The Indian Wood Products Company Ltd,2,Forest Products,Commodities
540955,Tasty Dairy Specialities Limited,TDSL,Tasty Dairy Specialities Ltd,10,Dairy Products,Fast Moving Consumer Goods
540956,Bhatia Communications & Retail (India) Limited,BHATIA,Bhatia Communications & Retail (India) Ltd,1,Speciality Retail,Consumer Discretionary
540961,Shiva Mills Limited,SHIVAMILLS,Shiva Mills Ltd,10,Other Textile Products,Consumer Discretionary
540975,Aster DM Healthcare Limited,ASTERDM,Aster DM Healthcare Ltd,10,Hospital,Healthcare
540980,The Yamuna Syndicate Ltd ,YSL,The Yamuna Syndicate Ltd,100,Trading & Distributors,Services
540981,Kotak Mahindra Mutual Fund,KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,10, ,-
540982,Kotak Mahindra Mutual Fund,KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,10, ,-
540983,Kotak Mahindra Mutual Fund,KTINDF4DG,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,10, ,-
540984,Kotak Mahindra Mutual Fund,KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,10, ,-
541005,KANCO TEA & INDUSTRIES LIMITED,KANCOTEA,Kanco Tea & Industries Ltd,10,Tea & Coffee,Fast Moving Consumer Goods
541006,Angel Fibers Limited,ANGEL,Angel Fibers Ltd,10,Other Textile Products,Consumer Discretionary
541019,H.G. Infra Engineering Limited,HGINFRA,H.G. Infra Engineering Ltd,10,Civil Construction,Industrials
541083,Inflame Appliances Limited,INFLAME,Inflame Appliances Ltd,10,Houseware,Consumer Discretionary
541096,Bharat Parenterals Limited,BPLPHARMA,Bharat Parenterals Ltd,10,Pharmaceuticals,Healthcare
541112,Shreeshay Engineers Limited,SHREESHAY,Shreeshay Engineers Ltd,10,Civil Construction,Industrials
541133,APEX CAPITAL AND FINANCE LIMITED,ACFL,Apex Capital And Finance Ltd,10,Non Banking Financial Company (NBFC),Financial Services
541143,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,10,Aerospace & Defense,Industrials
541144,Active Clothing Co  Limited,ACTIVE,Active Clothing Co Ltd,10,Garments & Apparels,Consumer Discretionary
541151,Ridings Consulting Engineers India Limited,RIDINGS,Ridings Consulting Engineers India Ltd,10,Consulting Services,Services
541152,GOYAL ALUMINIUMS LIMITED,GOYALALUM,Goyal Aluminiums Ltd,1,Trading & Distributors,Services
541153,Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,10,Private Sector Bank,Financial Services
541154,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,10,Aerospace & Defense,Industrials
541161,KBC GLOBAL LIMITED,KBCGLOBAL,KBC Global Ltd,1,Residential- Commercial Projects,Consumer Discretionary
541163,Sandhar Technologies Limited,SANDHAR,Sandhar Technologies Ltd,10,Auto Components & Equipments,Consumer Discretionary
541167,YASHO INDUSTRIES LIMITED,YASHO,Yasho Industries Ltd,10,Specialty Chemicals,Commodities
541178,Benara Bearings and Pistons Limited,BENARA,Benara Bearings and Pistons Ltd,10,Industrial Products,Industrials
541179,ICICI Securities Limited,ISEC,ICICI Securities Ltd,5,Stockbroking & Allied,Financial Services
541195,Mishra Dhatu Nigam Limited,MIDHANI,Mishra Dhatu Nigam Ltd,10,Aerospace & Defense,Industrials
541196,Lex Nimble Solutions Limited,LEX,Lex Nimble Solutions Ltd,10,Consulting Services,Services
541206,Orissa Bengal Carrier Limited,OBCL,Orissa Bengal Carrier Ltd,10,Logistics Solution Provider,Services
541228,Taylormade Renewables Limited,TRL,Taylormade Renewables Ltd,10,Industrial Products,Industrials
541233,Lemon Tree Hotels Limited,LEMONTREE,Lemon Tree Hotels Ltd,10,Hotels & Resorts,Consumer Discretionary
541269,Chemfab Alkalis Ltd,CHEMFABALKA,Chemfab Alkalis Ltd,10,Commodity Chemicals,Commodities
541276,HARDWYN INDIA LIMITED,HARDWYN,Hardwyn India Ltd,1,Trading & Distributors,Services
541299,DR LALCHANDANI LABS LIMITED,DLCL,Dr Lalchandani Labs Ltd,10,Healthcare Service Provider,Healthcare
541301,Orient Electric Limited,ORIENTELEC,Orient Electric Ltd,1,Household Appliances,Consumer Discretionary
541302,Dhruv Consultancy Services Limited,DHRUV,Dhruv Consultancy Services Ltd,10,Consulting Services,Services
541303,Akshar Spintex Limited,AKSHAR,Akshar Spintex Ltd,10,Other Textile Products,Consumer Discretionary
541304,Indo US Bio-Tech Limited,INDOUS,Indo Us Bio-Tech Ltd,10,Other Agricultural Products,Fast Moving Consumer Goods
541313,ICICI Prudential Mutual Fund,ICICI500,ICICI Prudential S&P BSE 500 ETF,1, ,-
541336,IndoStar Capital Finance Limited,INDOSTAR,Indostar Capital Finance Ltd,10,Non Banking Financial Company (NBFC),Financial Services
541337,Milestone Furniture Limited,MILEFUR,Milestone Furniture Ltd,10,Furniture- Home Furnishing,Consumer Discretionary
541338,U. H. ZAVERI LIMITED,UHZAVERI,U. H. Zaveri Ltd,10,Gems- Jewellery And Watches,Consumer Discretionary
541347,Parvati Sweetners and Power Ltd.,PARVATI,Parvati Sweetners and Power Ltd,5,Sugar,Fast Moving Consumer Goods
